"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Gender"	"Gender Code"	Births
	"2020"	"2020"	"Texas"	"48"	"Male"	"M"	188473
"Total"	"2020"	"2020"	"Texas"	"48"			368190
	"2020"	"2020"	"Utah"	"49"	"Female"	"F"	22036
	"2020"	"2020"	"Utah"	"49"	"Male"	"M"	23666
"Total"	"2020"	"2020"	"Utah"	"49"			45702
	"2020"	"2020"	"Vermont"	"50"	"Female"	"F"	2523
	"2020"	"2020"	"Vermont"	"50"	"Male"	"M"	2610
"Total"	"2020"	"2020"	"Vermont"	"50"			5133
	"2020"	"2020"	"Virginia"	"51"	"Female"	"F"	46123
	"2020"	"2020"	"Virginia"	"51"	"Male"	"M"	48626
"Total"	"2020"	"2020"	"Virginia"	"51"			94749
	"2020"	"2020"	"Washington"	"53"	"Female"	"F"	40710
	"2020"	"2020"	"Washington"	"53"	"Male"	"M"	42376
"Total"	"2020"	"2020"	"Washington"	"53"			83086
	"2020"	"2020"	"West Virginia"	"54"	"Female"	"F"	8532
	"2020"	"2020"	"West Virginia"	"54"	"Male"	"M"	8791
"Total"	"2020"	"2020"	"West Virginia"	"54"			17323
	"2020"	"2020"	"Wisconsin"	"55"	"Female"	"F"	29641
	"2020"	"2020"	"Wisconsin"	"55"	"Male"	"M"	30953
"Total"	"2020"	"2020"	"Wisconsin"	"55"			60594
	"2020"	"2020"	"Wyoming"	"56"	"Female"	"F"	3039
	"2020"	"2020"	"Wyoming"	"56"	"Male"	"M"	3089
"Total"	"2020"	"2020"	"Wyoming"	"56"			6128
"Total"	"2020"	"2020"					3613647
"Total"							55453437
"---"
"Dataset: Natality, 2007-2020"
"Query Parameters:"
"Year: 2007; 2008; 2009; 2010; 2011; 2012; 2013; 2014; 2015; 2016; 2017; 2018; 2019; 2020"
"Group By: Year; State; Gender"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 1,000"
"Population Option: No populations shown because rates were not selected."
"---"
"Help: See http://wonder.cdc.gov/wonder/help/Natality.html for more information."
"---"
"Query Date: Nov 30, 2021 8:40:05 AM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Division of Vital Statistics, Natality public-use data 2007-2020, on CDC"
"WONDER Online Database, October 2021. Accessed at http://wonder.cdc.gov/natality-current.html on Nov 30, 2021 8:40:05 AM"
"---"
Caveats:
"1. Each birth record represents one liveborn infant."
